Date of Final Decision,Submission Number ,Device,Company,Panel (lead),Primary Product Code,product_code,medical_specialty_description,device_class,device_name,definition
2020-10-02,K201301,X100 with Full Field Peripheral Blood Smear (PBS) Application,Scopio Labs LTD.,Hematology,JOY,JOY,Hematology,2,"Device, Automated Cell-Locating",
2020-09-30,K192051,THINQ,CorticoMetrics LLC,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2020-09-29,K202546,LVivo Seamless,DiA Imaging Analysis Ltd,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2020-09-25,K201103,Xeleris V Processing and Review Systems,GE Healthcare,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2020-09-24,K200569,RayStation,RaySearch Laboratories AB (publ),Radiology,MUJ,MUJ,Radiology,2,"System, Planning, Radiation Therapy Treatment",
2020-09-18,K200852,"EchoPAC Software Only, EchoPAC Plug-In",GE Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2020-09-18,K201992,Caption Guidance,Caption Health,Radiology,QJU,QJU,Radiology,2,Image Acquisition And/Or Optimization Guided By Artificial Intelligence,"A radiological acquisition and/or optimization guidance system is a device that is intended to aid in the acquisition and/or optimization of images and/or diagnostic signals. The device interfaces with the acquisition system, analyzes its output, and provides guidance and/or feedback to the operator for improving image and/or signal quality."
2020-09-16,K201369,AVA (Augmented Vascular Analysis),See-Mode Technologies Pte. Ltd.,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2020-09-16,K201298,VX1,Volta Medical,Cardiovascular,DQK,DQK,Cardiovascular,2,"Computer, Diagnostic, Programmable",
2020-09-15,K192665,"Accelerate Pheno System, Accelerate PhenoTest BC Kit","Accelerate Diagnostics, Inc.",Microbiology,PRH,PRH,Microbiology,2,Positive Blood Culture Identification And Ast Kit,"Fluorescence in situ hybridization (FISH) identification and quantitative, antimicrobial susceptibility testing (AST) kit intended for simultaneous detection and identification of multiple microbial targets."
2020-09-09,K200851,"Vivid T8, Vivid T9",GE Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,IYN,IYN,Radiology,2,"System, Imaging, Pulsed Doppler, Ultrasonic",
2020-09-09,K200708,Vivid iq,GE Medical Systems Ultrasound and,Radiology,IYN,IYN,Radiology,2,"System, Imaging, Pulsed Doppler, Ultrasonic",
2020-09-06,K201841,EyeBOX,"Oculogica, Inc.",Neurology,QEA,QEA,Neurology,2,Brain Injury Adjunctive Interpretive Oculomotor Assessment Aid,A traumatic brain injury eye movement assessment aid is a prescription device that uses a patients tracked eye movements to provide an interpretation of the functional condition of the patients brain. This device is an assessment aid that is not intended for standalone detection or diagnostic purposes.
2020-09-04,K202238,SIGNA Artist,GE Healthcare (Tianjin) Company Limited,Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2020-09-02,K200833,RX-1 Rhythm Express Remote Cardiac Monitoring System,VivaQuant Inc.,Cardiovascular,MLO,MLO,Cardiovascular,2,"Electrocardiograph, Ambulatory, With Analysis Algorithm",
2020-08-26,K201020,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2020-08-26,K200714,AVIEW,"Coreline Soft Co., Ltd",Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2020-08-14,K201632,TOMTEC-ARENA,TOMTEC Imaging Systems GmbH,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2020-08-13,K201232,Limbus Contour,Limbus AI Inc.,Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2020-08-13,K201444,Syngo.via RT Image Suite,"Siemens Medical Solutions USA, Inc.",Radiology,MUJ,MUJ,Radiology,2,"System, Planning, Radiation Therapy Treatment",
2020-08-07,K200990,VIDAvision,VIDA Diagnostics Inc.,Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
2020-08-07,K201310,Accipiolx,MaxQ Al Ltd.,Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2020-08-04,K193210,HYPER DLR,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,KPS,KPS,Radiology,2,"System, Tomography, Computed, Emission",
2020-08-03,K200667,EyeArt,"Eyenuk, Inc",Ophthalmic,PIB,PIB,Ophthalmic,2,Diabetic Retinopathy Detection Device,A retinal diagnostic software device is a prescription software device that incorporates an adaptive algorithm to evaluate ophthalmic images for diagnostic screening to identify retinal diseases or conditions.
2020-07-30,K193417,FractureDetect (FX),"Imagen Technologies, Inc.",Radiology,QBS,QBS,Radiology,2,Radiological Computer Assisted Detection/Diagnosis Software For Fracture,"A radiological computer assisted detection and diagnostic software for suspected fracture is an image processing device intended to aid in the detection, localization, and/or characterization of fracture on acquired medical images (e.g. radiography, MR, CT). The device detects, identifies and/or characterizes fracture based on features or information extracted from images, and may provide information about the presence, location, and/or characteristics of the fracture to the user. Primary diagnostic and patient management decisions are made by the clinical user."
2020-07-30,K193283,AI-Rad Companion Prostate MR,Siemens Medical Solutions USA Inc.,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2020-07-23,K200743,Vivid E80/ Vivid E90/ Vivid E95,GE Medical Systems Ultrasound and,Radiology,IYN,IYN,Radiology,2,"System, Imaging, Pulsed Doppler, Ultrasonic",
2020-07-22,K200621,Caption Interpretation Automated Ejection Fraction Software,Caption Health,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2020-07-16,K200497,"Vivid S60N, Vivid S70N",GE Medical Systems Ultrasound and Primary Care Diagnostics,Radiology,IYN,IYN,Radiology,2,"System, Imaging, Pulsed Doppler, Ultrasonic",
2020-07-16,K200905,HealthMammo,Zebra Medical Vision Ltd.,Radiology,QFM,QFM,Radiology,2,Radiological Computer-Assisted Prioritization Software For Lesions,Radiological computer-assisted prioritization software for lesions is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems. The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification.
2020-07-14,K193097,"Vantage Orian 1.5T, MRT-1550, V6.0 with AiCE Reconstruction Processing Unit for MR",Canon Medical Systems Corporation,Radiology,LNH,LNH,Radiology,2,"System, Nuclear Magnetic Resonance Imaging",
2020-07-10,K193294,AI-Rad Companion Engine,"Siemens Medical Solutions USA, Inc.",Radiology,LLZ,LLZ,Radiology,2,"System, Image Processing, Radiological",
2020-07-10,K192969,Ezra Plexo Software,Ezra AI Inc.,Radiology,QIH,QIH,Radiology,2,Automated Radiological Image Processing Software,"To provide automated radiological image processing and analysis tools.    Software implementing artificial intelligence including nonadaptive machine learning algorithms trained with clinical and/or artificial data. In these devices, the algorithm training data typically impacts device performance. Adaptive AI algorithms are not within scope of this product code."
2020-07-09,K200941,Rapid LVO,iSchemaView Inc.,Radiology,QAS,QAS,Radiology,2,Radiological Computer-Assisted Triage And Notification Software,Radiological computer-assisted triage and notification software is an image processing device intended to aid in prioritization and triage of time sensitive patient detection and diagnosis based on the analysis of medical images acquired from radiological signal acquisition systems.   The device identifies or prioritizes time sensitive imaging for review by prespecified clinical users based on software-based image analysis but does not provide information from the image analysis other than triage and notification .
2020-07-06,K193073,Deep Recon,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,JAK,JAK,Radiology,2,"System, X-Ray, Tomography, Computed",
